0NA0000002	세력 갑옷
0NA0001837	[음료] 오염된 선셋 사르사파릴라
0NA0001838	[식재료] 오염된 돈육 콩조림
0NA0001839	[식재료] 오염된 감자칩
0NA0001840	[식재료] 오염된 솔즈베리 스테이크
0NA0001841	[음료] 오염된 스카치
0NA0001842	[식재료] 오염된 슈가밤
0NA0001843	[식수] 오염된 물
0NA0001844	[식재료] 오염된 감자
0NA0001850	엘리베이터 버튼
0NA0001851	도망친 죄수 지도자
0NA0001852	프림 거주민 청원서
0NA0001854	프림 거주민 청원서 - 완료
0NA0001858	슈퍼 뮤턴트
0NA0001859	엔클레이브 파워 아머
0NA0001860	망가진 엘리베이터
0NA0001861	브록 꽃 동굴
0NA0001862	인터콤
0NA0001867	불 붙은 다이너마이트
0NA0001868	베가스 남부 개미집
0NA0001869	구울
0NA0001872	지배인
0NA0001873	개미집
0NA0001875	멕 레이놀즈
0NA0001879	할 수 있겠어?
0NA0001880	앞만 보고 전진
0NA0001881	후버 댐 발전소 04
0NA0001882	후버 댐 발전소 02
0NA0001883	넬슨 병영
0NA0001885	미스터 소렌
0NA0001886	유유상종
0NA0001888	캠프파이어
0NA0001889	거대한 쥐
0NA0001890	페스터스 제어 단말기
0NA0001891	화염 일꾼 개미
0NA0001892	화염 병정 개미
0NA0001893	금고
0NA0001896	바이올렛의 난도질당한 머리
0NA0001897	쿡-쿡의 난도질당한 머리
0NA0001898	드라이버 네피의 난도질당한 머리
0NA0001900	음파 방사기
0NA0001902	볼트 21 점프슈트
0NA0001907	[도구] 스텔스 보이
0NA0001908	스텔스 필드
0NA0001909	시큐리트론 볼트
0NA0001910	기상 관측소
0NA0001911	박살난 소파
0NA0001912	핸론 대장
0NA0001913	포인덱스터
0NA0001914	오핸러한
0NA0001915	맥크레디 병장
0NA0001916	라즈
0NA0001917	맥스
0NA0001918	우리 실패자들의 깃발
0NA0001920	야생 보병 구울
0NA0001921	발광 보병 구울
0NA0001926	상자
0NA0001931	수석 나이트 로렌조
0NA0001940	태양전지 조종 콘솔
0NA0001942	히든 밸리 벙커 열쇠
0NA0001943	철문
0NA0001947	페스터스
0NA0001948	선셋 사르사파릴라 본사
0NA0001949	레인저 주둔지 찰리
0NA0001950	거미공포증
0NA0001953	깁슨 할머니의 차고
0NA0001955	탐광자의 개
0NA0001956	깁슨 할머니
0NA0001957	자폭 승인 단말기
0NA0001958	넬슨 주택
0NA0001959	자폭 단말기
0NA0001961	엘더의 키카드
0NA0001963	서기장의 키카드
0NA0001965	팔라딘장의 키카드
0NA0001970	히든 밸리 자폭 암호
0NA0001971	노박
0NA0001974	팔라딘장 라모스
0NA0001975	엘더 하딘
0NA0001976	나이트 맥나마라
0NA0001977	정화의 동굴
0NA0001983	스텔스 보이 Mk II 프로토타입
0NA0001986	나이트킨
0NA0001989	라디오 신호 킬로 브라보
0NA0001993	추진력 제어 모듈
0NA0001994	철제 상자
0NA0001995	그들은 저쪽으로 갔어
0NA0001997	레인저 주둔지 찰리 음성 일지 1
0NA0001998	레인저 주둔지 찰리 음성 일지 2
0NA0002000	노트
0NA0002002	군단 노예 명부
0NA0002012	빅터 오프라인
0NA0002014	장비가 회수됨
0NA0002019	롤링스 -- 처리했어
0NA0002020	움직임
0NA0002021	점핑
0NA0002022	야구 방망이
0NA0002023	발전기
0NA0002027	녹색
0NA0002028	파랑
0NA0002029	갈색
0NA0002030	옅은 갈색
0NA0002031	어두운 갈색
0NA0002035	5.56mm 소총탄
0NA0002036	강화 볼트 21 점프슈트
0NA0002037	선적 로봇
0NA0002038	병뚜껑 제작 로봇
0NA0002039	망가진 선적 로봇
0NA0002040	선셋 사르사파릴라 아이봇
0NA0002041	망가진 병뚜껑 제작 로봇
0NA0002051	라이트맨의 노래
0NA0002054	10mm 기관단총
0NA0002056	(★) 에일리언 블래스터
0NA0002058	BB 총
0NA0002060	청동 너클
0NA0002062	엔클레이브 파워 아머 헬멧
0NA0002063	전투용 단검
0NA0002064	쇠지레
0NA0002065	데스클로 건틀렛
0NA0002066	팻 맨
0NA0002068	개틀링 레이저
0NA0002069	상자
0NA0002070	세열 수류탄
0NA0002071	펄스 수류탄
0NA0002072	플라즈마 수류탄
0NA0002073	사냥용 소총
0NA0002074	식칼
0NA0002075	레이저 권총
0NA0002076	레이저 소총
0NA0002077	납 파이프
0NA0002079	파편 지뢰
0NA0002081	펄스 지뢰
0NA0002082	미니건
0NA0002083	미사일 발사기
0NA0002084	플라즈마 권총
0NA0002085	플라즈마 소총
0NA0002086	경찰봉
0NA0002087	당구채
0NA0002088	파워 피스트
0NA0002089	리퍼
0NA0002090	단총신 산탄총
0NA0002091	시쉬케밥
0NA0002092	10mm 권총
0NA0002093	슬렛지해머
0NA0002094	초대형 망치
0NA0002095	저격 소총
0NA0002096	스파이크 너클
0NA0002099	탈론 용병
0NA0002100	조커 2
0NA0002101	조커 1
0NA0002102	하트 Q
0NA0002103	하트 K
0NA0002104	하트 J
0NA0002105	하트 A
0NA0002106	하트 9
0NA0002107	하트 8
0NA0002108	하트 7
0NA0002109	하트 6
0NA0002110	하트 5
0NA0002111	하트 4
0NA0002112	하수도 창살
0NA0002113	하트 3
0NA0002114	하트 2
0NA0002115	하트 10
0NA0002116	다이아 Q
0NA0002117	다이아 K
0NA0002118	다이아 J
0NA0002119	다이아 A
0NA0002120	다이아 9
0NA0002121	클로버 5
0NA0002122	클로버 6
0NA0002123	클로버 7
0NA0002124	클로버 8
0NA0002125	클로버 9
0NA0002126	클로버 A
0NA0002127	클로버 J
0NA0002128	클로버 K
0NA0002129	클로버 Q
0NA0002130	다이아 10
0NA0002131	다이아 2
0NA0002132	다이아 3
0NA0002133	다이아 4
0NA0002134	다이아 5
0NA0002135	다이아 6
0NA0002136	다이아 7
0NA0002137	다이아 8
0NA0002138	클로버 10
0NA0002139	클로버 2
0NA0002140	클로버 3
0NA0002141	클로버 4
0NA0002142	스페이드 Q
0NA0002143	스페이드 K
0NA0002144	스페이드 J
0NA0002145	스페이드 A
0NA0002146	스페이드 9
0NA0002147	스페이드 8
0NA0002148	스페이드 7
0NA0002149	스페이드 6
0NA0002150	스페이드 5
0NA0002151	스페이드 4
0NA0002152	스페이드 3
0NA0002153	스페이드 2
0NA0002154	스페이드 10
0NA0002155	모하비 익스프레스 쇼
0NA0002156	(★) 군단장의 갑옷
0NA0002161	위대한 칸
0NA0002170	바크 전갈 헌터
0NA0002184	NCR 경비견
0NA0002187	레이크럭 부화장
0NA0002190	[식재료] 레이크럭 알
0NA0002191	거대 방사능 전갈
0NA0002193	나이트스토커
0NA0002198	파우더 갱어 전투복
0NA0002199	파우더 갱어 평상복
0NA0002200	파우더 갱어 경비복
0NA0002201	파우더 갱어 간편복
0NA0002202	황무지 상인의 노트
0NA0002204	마이크로퓨전 셀
0NA0002206	고모라 바 재고품
0NA0002207	챔피언의 고기
0NA0002210	새로운 격투 기술: 레인저 제압술
0NA0002211	새로운 격투 기술: 서기의 반격기
0NA0002214	잡종견 우리 문
0NA0002217	망가진 잡종견 우리 문
0NA0002218	잡종견의 우리 사보타주
0NA0002247	방사능 전갈
0NA0002250	미스터 커들스
0NA0002251	알람
0NA0002257	묵시록의 추종자
0NA0002259	추종자 경비
0NA0002283	쥬크박스
0NA0002285	후버 댐 열쇠
0NA0002288	탑스 카지노 칩
0NA0002289	울트라 럭스 카지노 칩
0NA0002290	비키 앤 밴스 카지노 칩
0NA0002291	아토믹 랭글러 카지노 칩
0NA0002292	탑스
0NA0002293	울트라 럭스
0NA0002294	비키 앤 밴스
0NA0002295	아토믹 랭글러
0NA0002300	비트-오-매틱 활력 테스트기
0NA0002301	미첼 박사
0NA0002302	정말 놀라운 일 아냐?
0NA0002303	성별 선택
0NA0002306	굿스프링스
0NA0002307	(★) 베니의 양복
0NA0002309	(★) 최면총
0NA0002310	라디오 101
0NA0002313	조 콥
0NA0002315	트루디
0NA0002321	스트릴 갱 보고서
0NA0002322	쳇
0NA0002323	울트라 럭스 펜트하우스 열쇠
0NA0002325	링고
0NA0002327	이지 피트
0NA0002329	죽은 바람 동굴
0NA0002333	꼬마 야구선수 (2)
0NA0002334	꼬마 야구선수 (3)
0NA0002335	파파 보이 (1)
0NA0002336	파파 보이 (2)
0NA0002337	파파 보이 (3)
0NA0002338	총기광 (1)
0NA0002339	총기광 (2)
0NA0002340	총기광 (3)
0NA0002342	슈퍼 뮤턴트 마스터
0NA0002343	야매 포격술
0NA0002345	어린 황금 겍코 헌터
0NA0002346	황금 겍코 헌터
0NA0002354	칼의 일지
0NA0002357	버튼의 보급소 옷장
0NA0002358	버튼의 보급소 책상
0NA0002362	탑스 교환원
0NA0002365	포탑 제어 시스템
0NA0002374	화염에 휩싸임
0NA0002387	서니 스마일스
0NA0002388	NCR 탐광자
0NA0002406	NCR 용병
0NA0002424	용병
0NA0002429	유령 마을의 결투
0NA0002472	굿스프링스 주민
0NA0002476	버려진 텐트
0NA0002477	밤손님
0NA0002487	맹렬한 충성
0NA0002490	일단 쏘고 보기
0NA0002491	한덩어리 몸통
0NA0002492	어린 겍코 헌터
0NA0002493	겍코 헌터
0NA0002494	불량배 (2)
0NA0002495	불량배 (3)
0NA0002496	공평한 중재
0NA0002497	범생이의 분노!
0NA0002498	불량배 (1)
0NA0002500	강철 위장
0NA0002501	경직권
0NA0002502	집중 사격
0NA0002503	침입자
0NA0002504	혹독한 훈련
0NA0002507	숙여!
0NA0002508	함정 시험구역
0NA0002509	탑스 광고인
0NA0002515	조수
0NA0002516	보병 윌리스
0NA0002519	헌병 프렛웰
0NA0002520	죄수
0NA0002521	히든 밸리 벙커
0NA0002523	레인저 일지
0NA0002525	반사신경
0NA0002528	반 그라프 전투 갑옷
0NA0002530	반 그라프 물건
0NA0002531	(★) 반 그라프 플라즈마 소총
0NA0002532	(★) 반 그라프 레이저 소총
0NA0002533	수상한 사람
0NA0002535	사이먼
0NA0002536	넬리스 의료소
0NA0002537	콘솔
0NA0002538	의료품 보관함
0NA0002539	시큐리트론 Mk I
0NA0002541	기상 관측소 콘솔
0NA0002542	오래된 다이너마이트 상자
0NA0002544	프로텍트론 관리 단말기
0NA0002545	망가진 9mm 기관단총
0NA0002546	루파
0NA0002549	화학 실험 도구
0NA0002551	군단 정찰병
0NA0002553	식당 및 탄약 보관소
0NA0002556	자동 수술 유닛
0NA0002557	뇌종양이냐, 브루투스?
0NA0002568	시간 때우기
0NA0002569	캐피탈 포스트지 표지 기사 -- 2077년 1월 11일
0NA0002570	캐피탈 포스트지 표지 기사 -- 2072년 6월 3일
0NA0002571	캐피탈 포스트지 표지 기사 -- 2052년 7월 27일
0NA0002572	도살자
0NA0002573	멈출 수 없는 힘
0NA0002574	돌담
0NA0002576	빠른 이동
0NA0002582	리 병장
0NA0002588	탑스 공연
0NA0002589	복싱 글러브
0NA0002590	[식재료] 새끼 마이얼럭 고기
0NA0002591	파워 아머
0NA0002592	뼈톱
0NA0002593	가위
0NA0002594	[재료] 메스
0NA0002595	핀셋
0NA0002596	[재료] 겸자
0NA0002597	빈 주사기
0NA0002598	44 매그넘 탄
0NA0002612	울트라 럭스 경비
0NA0002613	방사능 어린이
0NA0002614	보관소 보안 금고
0NA0002631	경고!
0NA0002633	다니엘 콘트레라스 병장
0NA0002635	다니엘 콘트레라스의 보급품
0NA0002636	엘 레이 모텔 방
0NA0002637	남북 전쟁 징병 포스터
0NA0002644	넬리스 학교
0NA0002645	네가 바터 타운 주인
0NA0002646	스팀팩은 놀라워
0NA0002647	사막 생존 전문가
0NA0002648	외팔이 강도
0NA0002649	더블 다운
0NA0002650	리틀 휠
0NA0002651	쥐고 있을 때를 알라
0NA0002652	접을 때를 알라
0NA0002653	굿스프링스 주택
0NA0002654	레이저 사령관
0NA0002655	산탄총 외과의사
0NA0002656	격동
0NA0002658	진료 차트
0NA0002659	재정 차트
0NA0002660	임금 차트
0NA0002661	차트
0NA0002663	모하비 주택
0NA0002680	정예 십인대장
0NA0002681	신입 십인대장
0NA0002688	마구잡이 수리
0NA0002689	효율적 재활용
0NA0002690	[효율적 재활용] 에너지 셀
0NA0002691	[효율적 재활용] 마이크로퓨전 셀
0NA0002692	[효율적 재활용] 화염방사기 연료
0NA0002693	[효율적 재활용] 일렉트론 챠지 팩
0NA0002694	수작업가
0NA0002695	고장난 미사일 발사기
0NA0002696	고장난 유탄 소총
0NA0002699	브라더후드 서기 로브
0NA0002700	누카럭
0NA0002701	Mk I 오토-닥
0NA0002702	지구력 부족
0NA0002704	브라더후드 개인 보관함
0NA0002705	상태 50% 무기들
0NA0002706	[책] 황무지 생존 가이드북
0NA0002707	로얄의 집
0NA0002708	총기함
0NA0002709	메이즈의 요청
0NA0002712	벤치
0NA0002713	깁슨의 오두막
0NA0002714	굿스프링스 잡화점
0NA0002715	냄비
0NA0002716	양철 접시
0NA0002717	커피 포트
0NA0002718	어두운 금속 상자
0NA0002719	큰 수염
0NA0002720	작은 수염
0NA0002721	거리 행상인
0NA0002722	의례복
0NA0002723	(★) 턱시도 모자
0NA0002724	쿠퍼 병장
0NA0002725	샤이엔
0NA0002726	넬리스 기지 작업실
0NA0002727	카사도르
0NA0002729	데스클로 알파
0NA0002730	어린 데스클로
0NA0002731	어미 데스클로
0NA0002732	전투 아이봇
0NA0002733	진화된 센타우러스
0NA0002734	플로터
0NA0002735	유충 플로터
0NA0002736	진화한 플로터
0NA0002738	단단한 미스터 것시
0NA0002739	단단한 센트리봇
0NA0002741	꼬마 포자 운반체
0NA0002742	포자 운반체
0NA0002743	난폭한 포자 운반체
0NA0002744	잔인한 포자 운반체
0NA0002745	하우스가 판돈을 날렸다!
0NA0002754	누카 화학자
0NA0002758	[회복약] 스팀팩
0NA0002759	레옹
0NA0002760	플라즈마 광
0NA0002762	범위 피해
0NA0002771	말콤 홈즈
0NA0002772	토마스
0NA0002773	재클린
0NA0002774	선셋 사르사파릴라 경비
0NA0002775	망가진 개인 조수
0NA0002776	미스터 제니터
0NA0002777	소중한 교훈
0NA0002778	더러운 물
0NA0002782	L.O.B 기업 접수실 단말기
0NA0002788	촘스 루이스
0NA0002791	재스 윌킨스
0NA0002792	멜리사
0NA0002795	화염 전사 개미
0NA0002796	울트라 럭스 펜트하우스
0NA0002815	테드 건더슨의 피
0NA0002825	굴다리 시민
0NA0002827	어미 데스클로
0NA0002828	우두머리 수컷 데스클로
0NA0002830	채석장 인부
0NA0002837	와일드 카드 : 비장의 카드
0NA0002843	버려진 오두막
0NA0002850	렙콘 사무실 메인 플로어
0NA0002851	렙콘 사무실 3층
0NA0002852	렙콘 사무실 2층
0NA0002853	미스터 하우스
0NA0002854	보안관 맥배인의 시체
0NA0002855	맥배인 부인의 시체
0NA0002857	프림 거주민
0NA0002865	다니엘 와이언드
0NA0002872	곡사포
0NA0002874	곡사포 격발장치
0NA0002875	(★) 렛슬레이어
0NA0002876	모하비 익스프레스 배달 의뢰서 (6 / 6)
0NA0002878	개인 보관함
0NA0002880	폭탄 해체 실패
0NA0002881	체력 증가 - 버프아웃
0NA0002882	급구 : 데스클로 알
0NA0002883	아이밴파 마른 호수
0NA0002884	해니건에게 의료 책자를 가져다 주십시오.
0NA0002891	12 게이지 매그넘 탄
0NA0002892	20 게이지 매그넘 탄
0NA0002893	20 게이지 산탄 매그넘
0NA0002894	12 게이지 산탄 매그넘
0NA0002895	12 게이지 소형 산탄
0NA0002896	20 게이지 슬러그 탄
0NA0002897	12 게이지 슬러그 탄
0NA0002898	에이스 극장
0NA0002899	탑스 식당
0NA0002901	[약물] 화염 개미 즙
0NA0002902	릴리의 버티버드 블레이드
0NA0002903	릴리의 건틀렛
0NA0002908	야생 구울 점프슈트
0NA0002909	강력한 발광 구울
0NA0002910	포탑 방어 단말기
0NA0002915	노동자 주거지
0NA0002917	식당
0NA0002919	레인저 헬멧
0NA0002920	레이크럭 킹
0NA0002922	우리는 군단이다
0NA0002924	곡사포 수리됨
0NA0002931	노예 상인
0NA0002940	전쟁 전 책
0NA0002941	용병 순찰자 복장
0NA0002955	날 사랑하게 해줄게요
0NA0002956	거대한 승리 : 탑스
0NA0002957	탑스 매니저
0NA0002958	빛이 있으라!
0NA0002959	기폭 장치
0NA0002961	군단의 귀
0NA0002962	기계실
0NA0002963	킁킁이
0NA0002965	핍-보이 장갑
0NA0002966	경쾌한 여행
0NA0002967	무기 다루기
0NA0002968	장거리 운송
0NA0002969	생체 해부학
0NA0002970	노심용해
0NA0002971	주머니 쥐
0NA0002972	이야하압!
0NA0002973	갈기면서 달려
0NA0002974	강력한 한방
0NA0002975	관통 일격
0NA0002977	미셸
0NA0002980	사무엘
0NA0002981	볼트 11
0NA0002985	브라더후드 아웃캐스트
0NA0002986	새끼 데스클로
0NA0002987	의학 기술 증가
0NA0002988	과학 기술 증가
0NA0002989	수리 기술 증가
0NA0002991	흥정 기술 증가
0NA0002992	화술 기술 증가
0NA0002999	점쟁이
0NA0003000	건 러너
0NA0003001	알렉산더
0NA0003003	건 러너 경비
0NA0003009	(★) Q-35 물질 변조기
0NA0003011	볼트 22 - 산소 재생 구역
0NA0003012	볼트 22 - 식량 생산 구역
0NA0003013	볼트 22 - 거주 구역
0NA0003014	볼트 22 - 해충 관리 구역
0NA0003016	저장고
0NA0003017	방송 건물 1층
0NA0003018	교도소
0NA0003020	블랙 마운틴 라디오
0NA0003022	라울
0NA0003023	닐
0NA0003024	타비사
0NA0003025	블랙 마운틴 감옥 암호
0NA0003027	방송 건물 2층
0NA0003029	탐광자 살룬
0NA0003030	볼트 22 - 홀
0NA0003033	잔디 깎기 날
0NA0003040	타비사의 라디오 방송국
0NA0003042	엔클레이브 야전 보고서 단말기: 분화구 조사 캠프
0NA0003043	분화구 조사 캠프
0NA0003044	조아나의 방
0NA0003046	슬론
0NA0003050	쌍안경
0NA0003067	볼트 11 거주구역
0NA0003068	스트립 물품
0NA0003069	부서진 상점
0NA0003070	강화 가죽 갑옷
0NA0003071	강화 강철 갑옷
0NA0003072	강화 전투 갑옷
0NA0003086	넬리스 부머 박물관
0NA0003087	[탄약 상자] 22 LR 플링킹
0NA0003088	[탄약 상자] 223
0NA0003089	[탄약 상자] 38 특수탄
0NA0003090	[탄약 상자] 5mm (보급형)
0NA0003091	[탄약 상자] 5.56mm (보급형)
0NA0003092	[탄약 상자] 일렉트론 챠지 팩 (저출력)
0NA0003093	[탄약 상자] 에너지 셀 (저출력)
0NA0003094	[탄약 상자] 마이크로퓨전 셀 (저출력)
0NA0003095	[뇌관 상자] 50 MG
0NA0003096	[뇌관 상자] 대형 소총용
0NA0003097	[뇌관 상자] 대형 권총용
0NA0003098	[뇌관 상자] 소형 소총용
0NA0003099	[뇌관 상자] 소형 권총용
0NA0003100	[화약병] 소총
0NA0003101	[화약병] 권총
0NA0003102	고마워, 베이비
0NA0003103	모든 인류에게 닥친 비극
0NA0003104	합병 허용 제안
0NA0003105	엘리베이터 문
0NA0003107	망가진 태양광 전지판
0NA0003109	숨겨진 보급굴
0NA0003113	NCR 창고 데이터베이스
0NA0003115	방호복 패키지
0NA0003116	NCR 보관소 열쇠
0NA0003117	거대 개미
0NA0003119	채굴사무실
0NA0003122	수리 노트 #3
0NA0003124	수상해 보이는 물품
0NA0003126	매우 수상해 보이는 물품
0NA0003129	금고
0NA0003131	레이크럭
0NA0003137	부머 요리사
0NA0003140	부머
0NA0003160	근접 피해 증가
0NA0003161	마크 II 포탑
0NA0003164	마크 IV 포탑
0NA0003170	[재료] 데스클로의 알
0NA0003172	버티버드
0NA0003186	가난한 여행자
0NA0003189	NCR 헌병
0NA0003193	무기상인
0NA0003194	조아라 기도
0NA0003195	상인
0NA0003197	차고 문
0NA0003198	탐험가 인지력 보너스
0NA0003201	럭키 38
0NA0003205	위대한 칸 전투 갑옷
0NA0003206	위대한 칸 갑옷
0NA0003207	위대한 칸 가죽 갑옷
0NA0003208	위대한 칸 간편복
0NA0003212	바이오디젤 정제소
0NA0003213	환자 1648654
0NA0003214	환자 5498465
0NA0003215	환자 1687865
0NA0003216	환자 6585645
0NA0003217	환자 3905698
0NA0003218	노크하는 소리 들었어
0NA0003223	추종자 의사
0NA0003233	망가진 관리 로봇
0NA0003238	소방서장 보고서
0NA0003242	포탑 제어 단말기
0NA0003248	나무 상자
0NA0003252	미쳤어 미쳤어 미쳤어
