0NO0000001	이름 : 페이서 
0NO0000205	1. 명령은 상위 계급에서 아래 계급으로 물이 흐르듯 이루어져야 한다. 상급자로부터의 명령은 반드시 지켜져야 하며, 그들의 지혜로운 지시는 어떤 주저함 없이 이루어져야 한다.
0NO0000206	2. 명령은 물 흐르듯 이루어져야 하며, 계급을 건너뛰어선 안된다. 상급자는 직속의 하급자에게만 명령을 내릴 수 있으며, 하급자의 하급자에게 명령을 내릴 수는 없다. 이렇게 해야만 조화로움과 유대감이 지켜질 수 있기 때문이다.
0NO0000207	> 2265년 3월 17일 오늘, 나는 전 엘더, 데이빗 제임스를 퇴출하는 자리에 증인으로 선다. 제임스 형제는 최근 탐사에서 회수한 미지의 장치를 파괴한 혐의로 기소되었다. 장치의 목적과 기능은 알 수 없게 되었고, 제임스 형제는 그에 대해 다른 사람과 논의할 생각이 없어 보인다.[CRLF][CRLF]서기장 탈윈.
0NO0000209	> 금일 부로 레이먼드 론은 그가 저지른 살인죄로 인해 엘더의 직위에서 퇴출당했음을 기록한다. 론 형제는 희생자인 선임 서기관 리터를 적대해왔던 걸로 알려져 있다. 피고 측은 리터의 사망이 비극적인 오인 사격에 의한 것이라고 주장하고 있으나 (당시 기지는 공격받고 있었다.), 재판소에서는 계속 살인 혐의를 받고 있는 한, 론 형제가 엘더 직위를 계속 맡는 것이 부당하다 판단하였다.[CRLF][CRLF]서기장 뷰섹.
0NO0000211	> 금일 부로 놀란 맥나마라는 결속의 사슬을 등한시 했기 때문에 엘더의 직위에서 퇴출당했음을 기록한다. 그의 뒤를 이어 팔라딘장 하딘이 엘더의 직위에 올라 브라더후드 모하비 지부를 이끌어 나갈 것이다.[CRLF]
0NO0000213	> 2259년 10월 7일 오늘, 케네스 존스를 엘더의 직위에서 퇴출한다. 존스 형제는 고의로 결속의 사슬을 깨고 말았다. 수석 팔라딘 린퀴스트가 엘더의 직위를 계승한다.[CRLF][CRLF]서기장 모건.
0NO0000215	내 금고의 암호는 5-23-34야.
0NO0000218	부보안관 비글은 프림의 새로운 보안관을 찾고 싶어한다. 법 집행 경험이 있으며 프림과 주변 지역 상황에 밝은 사람을 찾아봐야겠다.
0NO0000219	비키 앤 밴스 카지노의 볼거리 중 하나는 밴스가 전국을 횡단하며 범죄 행각을 벌일 때 썼던 실제 총입니다. 이 총은 카지노 가운데에 있는, 이들이 죽었던 차량 근처에 전시되어 있습니다.
0NO0000220	피터슨 씨,
0NO0000221	[CRLF]당신의 부인을 살아서 만나고 싶다면, 화요일에 바이슨 스티브로 돈을 가져오시오.
0NO0000222	몰몬 교도들이 뉴 가나안에 새로운 크림슨 캐러밴 지부가 생기는 것에 대해 점차 적응하고 있다. 물론, 우리 상회는 세금 때문에 그들의 캐러밴에게 상대가 안 되겠지만.
0NO0000223	[CRLF]장기적인 해결책은 값싼 NCR 물품을 대량 공급하는 것이다. 캘리포니아에 있는 내 연줄을 좀 이용해야겠지만, 잠재적 이윤이 엄청나서 그럴 가치는 충분하다.
0NO0000224	헨리 제이미슨이 자진해서 사임하도록 "설득"하는 건 실패했다. 그의 부모는 놀라울 정도로 완고하다. 아마 나만큼이나 그들도 그를 주위에 두기 싫은 거겠지. 뉴 베가스 지부를 세우고 운영하는 것은 아주 쉬운 일임에도 불구하고, 이 장소는 다른 개척 지부와 마찬가지로 조잡하고 원시적인 상태에 머물러 있다. 짜증 나는군.
0NO0000225	앨리스 회장님,
0NO0000226	[CRLF]회장님이 주장하시던 건 러너에 대한 새 관세법은 의회를 통과하지 못했습니다. 그 녀석들은 캘리포니아에 연줄이 너무 많아요. 무기 시장에서 우위를 점하려면 다른 방법이 필요할 거 같습니다.
0NO0000227	[CRLF]- 제이슨 태그, 머독 지부장
0NO0000228	맥캐런 기지에서 자기들의 전진기지들에 대한 더 주기적인 보급을 요청해 왔다. 우리에게 유리하게 협상을 맺기는 했지만, 수요를 감당하려면 고용 기준을 좀 더 낮춰야 할지도 모르겠다. 이미 몇몇 캐러밴 상인들의 신뢰도에 의구심이 든다. 계약만 아니었다면, 이미 오래 전에 도망가버렸을 녀석들이니까.
0NO0000229	[CRLF]요즘 사람들은 근면성실이라는 말을 모르는 것 같다.
0NO0000232	금번 시즌 사망자/실종/부상자 요약:
0NO0000233	탄환에 의한 피해 2건
0NO0000234	방사능에 의한 위장염 1건
0NO0000235	방사능 전갈에 의한 피해 3건
0NO0000236	발목 염증 1건
0NO0000237	[CRLF]사상자 0건
0NO0000238	영구적 부상 0건
0NO0000239	의료에 의한 문제 0건
0NO0000240	사/실/부 발생으로 3개월 총합계 손실 정찰 시간: 11시간 
0NO0000241	[CRLF]추가적인 의약품이나 지원은 필요 없음
0NO0000242	월요일:
0NO0000243	* 3명의 레이더를 관측하였다. 위치는 무선으로 알렸지만 요격대는 보내지 않았다.
0NO0000244	[CRLF]화요일:
0NO0000245	* 좀 이상한 탄약과 물자를 보급받았다. 요구하고 있지도 않은 있는 물자가 온 게 이것으로 7번째다.
0NO0000246	* 요즘 좀 이상하다.
0NO0000247	[CRLF]수요일:
0NO0000248	* 이상 없음.
0NO0000249	[CRLF]목요일:
0NO0000250	* 비터 스프링스로 향하는 군단 정찰대 발견, 우리가 연락하고 나서 2시간이 지나 후에 요격대 도착. 시간이 너무 걸리는 NCR 민병대에 대해 핸론에게 항의를 보냈다.
0NO0000251	* 또 물자가 왔다. 또.308탄이다(요청한 적 없음). 핸론에게 항의를 보냈지만 반응이 없었다.
0NO0000252	[CRLF]금요일:
0NO0000253	* 사나운 자칼이 캠프 내로 침입해 왔다. 좋은 과녁이다.
0NO0000254	* 지난 주 보내져 온 식료품 안에 소총 상자가 있다. 도대체 이딴 건 왜 계속 보내는 거야?
0NO0000257	9시 지역에서 ES-7 목격:
0NO0000258	* 03시11분에 목격됨.
0NO0000259	* 03시13분, 본부에 무선보고. 
0NO0000260	* 06시01분, NCR 접수.
0NO0000261	* 05시10분, 접선자가 해당지역으로 출발.
0NO0000262	* 07시20분, NCR이 해당지역에 정찰대 파견.
0NO0000263	[CRLF]9시 지역에서 ES-8 목격:
0NO0000264	* 07시22분, 목격됨.
0NO0000265	* 07시25분, 본부에 무선보고.
0NO0000266	* 10시01분, NCR 접수.
0NO0000267	* 10시15분, 접선자 출발.
0NO0000268	* 11시20분, NCR 정찰대 파견.
0NO0000269	[CRLF]11시 지역에서 ES-9 목격:
0NO0000270	* 19시59분, 목격됨.
0NO0000271	* 20시04분, 본부에 무선보고.
0NO0000272	* 23시23분, NCR 접수.
0NO0000273	* 20시44분, 접선자 출발.
0NO0000274	* 01시19분, NCR 정찰대 파견.
0NO0000275	FS-87 사건 보고
0NO0000276	희생된 사람들은 NCR 민병대 네 명. 공격한 자들은 레이더들 (위대한 칸이라고 추측됨)로 보이며 개를 데리고 있었다. (2마리의 개의 시체와 수많은 발자국과 난투의 흔적으로 보았을 때, 10마리 정도일 것으로 추측됨)
0NO0000277	위험 수칙 : 개를 데리고 다니는 위대한 칸은 실질적으로 문제가 되지 않는다. 이 사건은 미숙한 NCR 통신병이 우리에게 지원 요청을 하는 것을 잊었기 때문에 일어났다고 생각된다.
0NO0000278	12:40에 HQ로 무선 보고, 12:42 수신 확인, 핸론의 확인 무선을 받았음.
0NO0000279	NCR 교도소의 차베즈는 내가 그의 감옥 문을 열어주길 원한다.
0NO0000280	아르키메데스 II를 성공적으로 발사하기에 앞서, 우리는 휴대용 거리 측정기를 사용한 실제 실험이 필요합니다.
0NO0000281	[CRLF]우리는 소규모 실험들을 통해, 전원을 발전소에서 마이크로 방사선 형태로 원거리 수신기에 송출, 이를 사용 가능한 형태로 변환하는 과정이 가능하다는 것을 이미 증명한 바 있습니다. 남은 것은 이를 실물 크기로 확대 계산하여 거리 측정기의 장거리 통신 및 조준 시스템이 작동한다는 걸 증명하는 것입니다.
0NO0000282	미 육군의 스콧 로 준장께서 다음 주 월요일부터 무기한으로 현장 시설에 머무실 것입니다. 아르키메데스 가동 시, 준장님은 아르키메데스의 실험 외 사용 권한을 부여할 수 있는 유일한 사람이 됩니다. 민간인 직원은 경례할 필요 없습니다만, 준장님께서 함께하시는 동안 철저한 정리 및 위생 관리와 깔끔한 복장을 갖추도록 하십시오. 준장님께서는 휘하의 모두가 최선을 다할 것을 기대하시며, 포세이돈의 직원들 역시 이 위대한 군인 앞에서 최선을 다할 것이라 믿어 의심치 않습니다.
0NO0000284	우리 포세이돈의 가족으로서, 잔뜩 들뜬 당신이 우리와 함께할 멋진 임무에 대해 다른 사람들에게 말하고 싶은 것은 자연스러운 일입니다. 하지만 잠깐만요! 만약 당신이 누설한 우리 회사의 정보가 당신도 모르는 새 나쁜 사람들 손에 들어간다면 어떻게 될까요? 그리고 그들이 누굴지 상상이나 하셨나요?
0NO0000285	[CRLF]"부인한텐 얘기해도 되나요?" 좋아요, 부인에게 말을 했다고 합시다. 당신은 그녀를 믿고 다른 아무한테도 얘기 하지 말라고 하지만, 여성의 특징은 곧 수다 아니겠습니까. 다음날 당신이 일하러 가자마자 당신 부인은 그녀의 절친한 친구 캔디에게 얘기할 테고, 캔디는 거티에게, 거티는 맥신에게, 맥신은 룰루에게, 그리고 룰루가 도리스에게 말하는 동안 우리나라 전화 교환원으로 위장한 중국 간첩이 그 내용을 듣고 전화를 중국의 금지된 도시로 연결합니다. 그럼 그녀는 반역자 스파이 마냥 우리 정보를 신나게 떠들 테죠. 그리고 다음날 당신과 당신 부인은 쇠고랑을 차게 되고 중국은 우리의 무기 체계 전체를 손에 넣게 되는 겁니다.
0NO0000286	[CRLF]"아이들한텐 얘기해도 되지 않을까요?" 자식들이 자신을 우러러 보길 원치 않을 아버지가 이 세상에 어디 있을까요? 하지만 당신은 별 볼일 없는 아버지가 되어야 합니다. 어느 날 학교에서 불량배 이반이 당신의 아이들로부터 점심 값 이상의 것을 빼앗아 갈 수도 있습니다. 바로 국가 기밀을 말이에요! 불량배 이반이 국가 영웅 소리를 들으며붉은 광장을 행진하는 동안 당신의 아이들은 강제 노동 캠프에서 노역을 하게 되는 거죠. 바로 당신과, 한 때는 예뻤지만 빨갱이 놈들이 통일성에 어긋난다며 화장 금지령을 내린 바람에 이제는 못생기고 쭈글쭈글해진 당신 부인과 함께요. 
0NO0000287	[CRLF]"절친한 동료한테는요?" 든든한 남자 동료들의 의리를 믿고 싶어지는 것도 무리는 아닙니다. 하지만 그들에 대해 당신은 얼마나 잘 알고 있습니까? 그들은 정말로 친구들입니까... 아니면 *동무들*입니까? 확신하지 마세요. 가장 투명한 창문일지라도 철의 장막에 덮여있다면 뒤에 뭐가 숨어 있을지 모르는 법입니다.
0NO0000288	[CRLF]항상 명심하세요. 당신은 이제 두 가족의 일원이며, 두 가족 모두에 대해 책임을 진다는 사실을요. 하지만 포세이돈 가족에 대한 책임이 더 중요합니다. 왜냐하면 당신 자식들이나 친구, 심지어 당신 부인이 당신을 배신할지라도, 포세이돈 에너지는 항상 당신에게 급료를 주고 당신의 삶을 지킬 테니까요. 누구에게도 포세이돈 에너지에 대해 이야기하지 마세요. 만약 누가 묻거든 당신 직업은 너무 별 볼일 없어서 얘기하기 부끄러울 정도라고 하세요. 하지만 실제로 당신은, 당신의 노력을 잊지 않고, 당신에게 더 큰 이득을 주는, 항상 성장하고 있는 우리 회사와 함께하는 겁니다. 
0NO0000289	2월 16일 화요일 오후 2시를 기해 우리 기술진이 아르키메데스 자체 및 아르키메데스와 설비 보안시스템 간의 접속성 테스트를 할 예정입니다. 비상 경보가 끝난 뒤 안전 신호가 나오기 전에 발전소 밖으로 나가는 것은 어떤 경우라도 금합니다. 우리는 모든 노동자 여러분이 작성한 상해 및 사망에 대한 무책임 각서를 갖고 있으므로, 이 실험 과정으로 인해 발생할 수 있는 어떤 사고에 대해서도 책임을 지지 않습니다. 
0NO0000290	[CRLF]관측소에서 이번 실험을 관측하는 모든 기술자분들은 의무적으로 보호경을 착용해 주시기 바랍니다.
0NO0000291	캠프 폴론 호프 앞
0NO0000292	조셉 폴라틀리 소령 혹은 최고위 사령관에게
0NO0000293	[CRLF]소령, 
0NO0000294	[CRLF]요청대로 미루나무 만 근처에 성공적으로 저격수가 숨을 적당한 장소를 확보했네. 해당 장소에 간이 침대와 소량의 물자는 있으나 무기는 없어.
0NO0000295	[CRLF]저격수에게는 적 캠프가 가까이 있다는 걸 미리 주의해 주도록 하고, 목표를 완수한 뒤에는 최대한 빨리 그 좆같은 곳에서 빠져나오라고 해두게.
0NO0000296	[CRLF]좌표 : 12, -22
0NO0000297	[CRLF]사냥에 행운이 따르길.
0NO0000298	[CRLF]서명,
0NO0000299	데이빗 드 레옹
0NO0000300	야전 준비 사단
0NO0000303	[CRLF]즉시 읽을 것. 병력 배치 관련 사항.
0NO0000305	[CRLF]우리 둘 다 지금 자네가 처한 상황에 대해 잘 알고 있지. 그래서 이런 편지를 보내게 돼서 유감이라네. 캠프 폴론 호프는 최전방 전투 지역이고, 그곳에 배치된 병사들의 사망률은 극히 높지. 따라서 폴론 호프의 모든 여성 NCR 인력(비전투 인력 포함)을 철수시켜 캠프 맥캐런으로 보내 재배치할 수 있도록 하게나. 추후 명령이 있을 때까지 캠프 폴론 호프에는 여성 NCR 인력을 두어선 안 되네.
0NO0000306	[CRLF]상부가 캠프 폴론 호프에 지원 보낼 병력을 어디서 끌어와야 할지 알아내기 전에는 병력을 지원받지 못할 것이네.
0NO0000307	[CRLF]유감이네, 소령.
0NO0000309	[CRLF]앤디 쉐프먼
0NO0000310	병력 배치부장
0NO0000311	[CRLF]명령 승인 10328487
0NO0000312	이하에 서명한 우리는 프림이 뉴 캘리포니아 공화국의 일원이 되는데 동의한다. 우리는 앞으로 NCR의 모든 법과 규정을 준수할 것이며, 어떤 전시 상황에서도 협력할 것이다.
0NO0000313	[CRLF]이 청원서는 필요한 다섯 명의 서명 중 세 명의 서명을 받았다.
0NO0000315	[CRLF]이 청원서는 필요한 다섯 명의 서명 중 네 명의 서명을 받았다.
0NO0000317	[CRLF]이 청원서는 필요한 다섯 명의 서명을 모두 받았다. 헤이즈에게 돌려주자.
0NO0000319	[CRLF]이 청원서는 서명되지 않았다.
0NO0000321	[CRLF]이 청원서는 필요한 다섯 명의 서명 중 한 명의 서명을 받았다.
0NO0000323	[CRLF]이 청원서는 필요한 다섯 명의 서명 중 두 명의 서명을 받았다.
0NO0000324	내 눈에 흙이 들어가기 전에는 안 돼.
0NO0000325	자폭 절차가 가동되었습니다. 조용하고 질서 있게 벙커 밖으로 나가주시길 바랍니다.
0NO0000326	자폭 절차가 중단되었습니다.
0NO0000327	친애하는 씨발놈들에게.
0NO0000328	[CRLF]내 무전기를 박살내줘서 눈물나게 고맙다. 내가 남긴 선물이 맘에 들었으면 좋겠네.
0NO0000329	노예 명부에는 군단이 확장기에 마주쳤던 부족들을 어떻게 처리했는지 대한 광범위한 기록이 있다.
0NO0000330	[CRLF]흥미로운 부분은 애리조나의 땋은 머리 부족의 운명에 관한 것이다. 그 부족은 시저와 동맹을 형성하고 군단이 정복하는 동안 정찰병으로서 활약했다고 한다. 시저가 애리조나를 평정하자, 군단은 부족의 정체성을 박탈하고 강제로 노예로 만들었다고 한다. 저항하는 자들은 40번 주 고속도로를 따라 십자가형에 처해버렸다.
0NO0000361	NCR 스트립 갱단 보고서 #04-32-B27
0NO0000362	스트립 - 오메르타의 움직임
0NO0000363	[CRLF]고모라의 접수원은 가치를 매길 수 없을 정도로 소중한 정보원입니다. 그녀가 제공하는 정보는 대부분 사소한 것들이었지만, 그녀 덕분에 프리사이드를 통해 들어오는 마약 배송을 가로챌 수 있었습니다.
