0NO0000001	First Name: Pacer
0NO0000371	Deliver the package at the north entrance to the Vegas Strip, by way of Freeside. An agent of the recipient will meet you at the checkpoint, take possession of the package, and pay for the delivery. Bring the payment to Johnson Nash at the Mojave Express agency in Primm.
0NO0000372	Bonus on completion: 250 caps.
0NO0000373	MANIFEST
0NO0000374	This package contains:
0NO0000375	One (1) Oversized Poker Chip, composed of Platinum
0NO0000376	CONTRACT PENALTIES
0NO0000377	You are an authorized agent of the Mojave Express Package until the delivery is complete and payment has been processed, contractually obligated to complete this transaction and materially responsible for any malfeasance or loss. Failure to deliver to the proper recipient may result in forfeiture of your advance and bonus, criminal charges, and/or pursuit by mercenary reclamation teams. The Mojave Express is not responsible for any injury or loss of life you experience as a result of said reclamation efforts.
0NO0000378	Jas Wilkins at Quarry Junction wants you to obtain a deathclaw egg for her Wasteland Omelet recipe. The most likely location to find an egg is the deathclaw nest at the nearby limestone quarry.
0NO0000379	Hannigan at the NCR Correctional Facility wants you to obtain a book of medicine for him.
0NO0000380	Chomps Lewis complained that the replacement generator the NCR sent to Quarry Junction isn't working. No one at Quarry Junction has the skill to fix the problem.
0NO0000382	According to the radio, a ghoul named Raul is being held captive on Black Mountain.
0NO0000383	Pussycat -
0NO0000384	Thanks for showing this cat the best hey-hey he's ever-ever! Talk about platinum in the sack, toots! Where'd you learn that 18 karat trick with the heels of your feet? You didn't just make my toes curl - they popped off and rolled under the bed!
0NO0000385	I wish I could stay for another round, but this gent's got places to be, things to do. You showing up has forced my hand, baby! The time to act is now!
0NO0000386	I won't be around for a while, but if everything works out right, you and me are a date, got it? Wouldn't miss it for all the caps in Vegas.
0NO0000387	Now don't get clingy and try to follow me.
0NO0000388	Ciao,
0NO0000390	Robert Edwin House, 261, President, CEO, and sole proprietor of the New Vegas Strip, industrialist and technologist, founder, President, and CEO of the multi-billion-dollar pre-war robotics and software corporation, RobCo Industries, has died.
0NO0000391	Generally recognized by Mr. House to be mankind's only hope of long-term survival, Mr. House's passing may well sound a death knell for the entire human race.
0NO0000392	Lost forever is his bounty of knowledge concerning human longevity, the depth and breadth of which could, as he was apt to say, "fill several text books." He was not exaggerating. Though he did not achieve his goal of functional immortality, let us not forget that he died at the age of 261. How many people do that? I mean, come on.
0NO0000393	Also lost forever are House's singular personality, force of will, vision, and leadership ability. The probability of an equally capable figure emerging from the current human population to lead mankind to a future of equivalent quality is less than 0.000112% by objective measures too complex to detail in this obituary.
0NO0000394	Personality and force of will: Born June 25th, 2020, House was orphaned at an early age when his parents died in a freak accident (auto gyro, lightning). Though cheated of his inheritance, House attended the prestigious Institute in Massachusetts and founded RobCo Industries on his 22nd birthday. Within five years, it was one of the most profitable corporations on Earth.
0NO0000395	Vision: By 2065, House was certain that an atomic war would soon devastate the planet. At great personal expense, he developed technologies to ensure the structural integrity of the city of Las Vegas (as it was known at the time). On the day of the great war, 77 atomic warheads targeted the city. Mr. House defeated them all. Talk about vision!
0NO0000396	Leadership: Mr. House survived the war, of course, and would later recruit the Three Families, negotiate the Treaty of New Vegas, and rebuild the Vegas Strip. While these achievements yielded many immediate benefits, they were all part of House's master plan to re-ignite mankind's quest for technological advancement, a plan without which the human race has nowhere to go, and nowhere to turn.
0NO0000397	/// Will revise and finish this up later. Have set the age at death to update automatically. Obit makes salient points but "pearls before swine," of course. Let's hope the ingrates never have cause to read it. Who knows how many of them are even literate!
0NO0000398	Upon further reflection, I have determined that it is my best interests, and the best interests of the New California Republic, to transfer sovereignty of the Vegas Strip to the NCR.
0NO0000399	If all terms are agreed upon, annexation would occur one year from today.
0NO0000400	a) I am to be granted full status as a citizen of the NCR and immunity from prosecution for any activities prior to annexation.
0NO0000401	b) I will be recognized as the sole proprietor of the Vegas Strip, a commercial property.
0NO0000402	c) I will be subject to all laws of the NCR, including personal and property taxes.
0NO0000403	d) NCR functionaries will police the Strip; I will retire my Securitron police force and limit their movement to the grounds and interior of the Lucky 38.
0NO0000404	Please confirm that these terms are agreeable. I do not foresee any objections on your part.
0NO0000405	Robert Edwin House
0NO0000406	President, CEO, and Sole Proprietor
0NO0000407	The New Vegas Strip
0NO0000408	Raul,
0NO0000409	Rhonda made me angry so I threw this. Now it doesn't seem to work.
0NO0000410	Please fix.
0NO0000411	Female, Age: 24
0NO0000412	Patient came seeking treatment for 'panic attacks'. Patient claims to often experience moments of extreme terror out of nowhere and that they often wake her from her sleep.
0NO0000413	Male, Age: 22
0NO0000414	Patient came to use claiming to be insane. Patient claimed he would often get the feeling of being 'outside' himself. This feeling was so intense that it would cause the patient to be off balance during episodes. Navigation through the clinic often difficult for him to achieve with out causing accidents.
0NO0000415	Male, Age: 31
0NO0000416	1687865 often misinterprets other's actions as hostile. He perceives friendly interactions with nurses as patronizing. We've also noticed that the longer other patients remain in contact with 1687865 the more readily they are to act aggressively towards him (due to 1687865's defensive nature) thus reinforcing 1687865's perceived hostility.
0NO0000417	Male, Age: 34
0NO0000418	Patient brought in by the police. This is the ninth occurrence of such and we are now seeking extended residence for the patient within our facility.
0NO0000419	Male, Age: 27
0NO0000420	Patient brought in by police. Patient claims to be hearing voices taunting him. Patient claimed that he, at one point, believed these voices were coming from his grandfather's radio. The patient now believes that the voices are coming from within himself and he is eager for help.
0NO0000421	Chief Fire Officer Report No. F1-218
0NO0000422	The local police department diverted several trucks from San Onofre carrying nuclear waste to Searchlight this morning.  I didn't get all of the details but I heard something about bombs going off nearby and that the trucks were being diverted for safety reasons.  Two of them were housed here at the Fire Station.  The third had to continue on to somewhere else because we didn't have enough room to accommodate them all.  For some odd reason it was headed toward Cottonwood Cove. I don't know what he's planning on doing with it down there.
