///Project Nevada	
PJN0000001	쓰리 슈터
PJN0000366	면도날 손톱 임플란트 [%]
PJN0000367	신경 데이터툴 임플란트 [%]
PJN0000368	모터 암기기 임플란트 [%]
PJN0000369	손 안정기 임플란트 [%]
PJN0000370	[업그레이드] 음성 변조기 임플란트 [%]
PJN0000371	[업그레이드] 손 안정기 임플란트 [%]
PJN0000372	[업그레이드] 모터 암기기 임플란트 [%]
PJN0000373	[업그레이드] 신경 데이터툴 임플란트 [%]
PJN0000374	[업그레이드] 면도날 손톱 임플란트 [%]
PJN0000375	[업그레이드] 걸음 조절기 임플란트 [%]
PJN0000376	[업그레이드] 무게 흡수기 임플란트 [%]
PJN0000377	인간 기계
PJN0000378	깡통 대가리
PJN0000379	나는 전기양을 꿈꾼다
PJN0000380	연결된 시냅스
PJN0000381	연결된 시냅스 임플란트
PJN0000382	EMP 생성기
PJN0000383	초고주파 방출기
PJN0000384	초고주파 방출기 임플란트
PJN0000385	EMP 생성기 임플란트
PJN0000386	철의 악수
PJN0000387	사이버 두뇌
PJN0000388	EMP 생성기 (듀얼)
PJN0000389	HF 방출기
PJN0000390	HF 방출기 (듀얼)
PJN0000391	EM 펄스
PJN0000392	HF 펄스
PJN0000393	커스텀 재장전
PJN0000394	가우스 발사체
PJN0000395	떠오르는 태양
PJN0000396	깃대
PJN0000397	레일 캐논 발사체
PJN0000398	고퍼
PJN0000399	증가된 내구도
PJN0000400	멀티 플라즈마 소총 방출
PJN0000401	플라즈마 분열기 방출
PJN0000402	트라이빔 레이저 소총 방출
PJN0000403	연구 기록
PJN0000404	편지
PJN0000405	크로우바
PJN0000406	불 붙힌 화염병
PJN0000407	PNxE 무기
PJN0000408	테슬라 소총 빔
PJN0000409	파이프 폭탄
PJN0000410	개못
PJN0000411	충격 바톤 피해
PJN0000412	에너지 빔
PJN0000413	냉각 발사체
PJN0000414	냉각 DT 증가
PJN0000415	냉각 DT 감소
PJN0000416	속도 감소
PJN0000417	헤드샷 모니터
PJN0000418	투척 거리 보너스
PJN0000419	대체 수리 시스템
PJN0000420	경험치 조정
PJN0000421	PN 리밸런스
PJN0000422	기술 포인트 모드
PJN0000423	깨끗함
PJN0000424	썩음
PJN0000425	곰팡이 핌
PJN0000426	썩음
PJN0000427	수리 툴킷
PJN0000428	수리 모니터
PJN0000429	수리 도구
PJN0000430	감지 제어기
PJN0000431	전투 명령
PJN0000432	(당신이 찾은 사이버네틱 임플란트 케이스 안에는 다음과 같은 부클렛이 있습니다:)
PJN0000433	NEVADA 그룹
PJN0000434	[CRLF]사이버네틱 임플란트의 첫 연구 및 개발은 군사 기밀 기술로 시작했지만, 몇몇 대기업들은 기술의 영리화를 위해 준비하고 있었습니다. 허나 기술 자체는 유용하고 안전했지만, 다양한 연구에 따르면 대중은 이 신기술을 받아들일 준비가 되지 않았었습니다. 그 어느 기업도 그 사실을 바꾸려 들지 않았죠.
PJN0000435	[... 사이버네틱 임플란트 영리화에 따른 문제에 관한 내용 ...]
PJN0000436	[CRLF]이 문제들을 극복하기 위해 NEVADA 그룹이 창설되었습니다. 그 멤버들은 자신들의 영향력을 이용해 여론을 전환시킬 수 있다고 믿었습니다. 또한 목표를 이룬 뒤에도, 그룹은 첫 임플란트가 시장에 나온 이래로 산재해 있던 다른 문제들을 해결하는 데 노력해왔습니다.
PJN0000437	[... NEVADA 그룹에 관한 기본적인 역사에 관한 내용...]
PJN0000438	[CRLF]우리 그룹의 주춧돌은:
PJN0000439	[CRLF]회수 가능성
PJN0000440	NEVADA가 보증한 임플란트 이식은 사용자에 신체를 영구적으로 변경하지 않습니다. 차후에 제거할 수 있습니다. 치명적인 단점으로 들릴 수도 있지만, 진입 장벽을 낮게 해주거나 더 유연한 비즈니스 모델에 이식 가능한 등 메리트 역시 많습니다.
PJN0000441	[CRLF]호환성
PJN0000442	명백히 언급되지 않는 한, 임플란트는 NEVADA 기준에 맞게 개발되었으며 문제 없이 신체에 이식할 수 있습니다.
PJN0000443	[CRLF]통합성
PJN0000444	모든 NEVADA 멤버들이 각자의 목표를 추구하지만, 비경쟁 관련 기술도 그룹에 의해 표준화되어있습니다. 그에 따라, 의료진 훈련에 필요한 시간도 크게 줄었습니다. 임플란트 사용 시 표준화된 도구와 장비를 사용함에 따라 비용도 더욱 낮출 수 있었습니다.
PJN0000445	프로젝트: 퀀텀 플라즈마 물질 변조 다주입 소총
PJN0000446	[CRLF]버전: 39
PJN0000447	노트: 다수의 퀀텀 변조 플라즈마 탄약 제조는 성공했다. 안전한 범위 내에서 기본 Q35 소총보다 향상되었으며, 다수의 탄환을 일시에 방출할 수 있다. 다른 버전도 테스트해봐야겠다.
PJN0000448	[CRLF]버전: 40
PJN0000449	노트: 고성능 탄약 테스트도 성공적이지만, 안정성은 한계에 다다른 듯 하다. 발사 시의 조리개의 강도를 강화시켜야 한다. 또한 과충전 축전기의 속사도 실험 중이며, 조만간 결과가 나올 듯 싶다.
PJN0000450	[CRLF]버전: 41
PJN0000451	노트: 9초간 최대로 충전한 뒤 발사한 결과, 플라즈마가 파열되어 시험자를 덮쳤다. 다행히 테슬라 파워 아머를 입고 있던 덕에 시험자는 경미한 부상만을 입었다. 기존 조리개의 강도가 내 추측보다 더 약했던 것 같다. 화기 상태는 급속도로 악화되며, 그에 따라 자동적으로 화기의 효율성도 저하된다. 주 프로토타입는 다시 파편을 모아 복구했다. 보조 프로토타입은 Q42 테스트 용으로 변환될 것이다.
PJN0000452	[CRLF]버전: 42
PJN0000453	노트: 조리개 안정기를 두 개 더 장착했음에도 불구하고, 화기는 충전식 발사를 버티지 못하고 있다. 충전식 발사는 포기해야 될 듯 싶다. Q-42 프로토타입은 테스트 중 수습이 불가능할 정도로 파괴되었다. 테스트로 얻은 정보에 따르면 조리개 안정기 배열을 일치시키면 효율이 증가할 것으로 보이지만, 여전히 충전식 발사를 버티긴 힘들 것 같다.
PJN0000454	[CRLF]버전: 43
PJN0000455	상태: 미결정
PJN0000456	노트: Q-43 테스트의 결론을 내릴 수 없게 되었다. 정유 시설은 파괴되었고, 리차드슨 대통령은 죽었다. 우린 동부 해안의 "이든 대통령"에 의해 나바로를 탈출해 레이븐 락으로 가라고 지시받았다. 속히 나바로를 떠나야 함으로 테스트 물품을 가져갈 순 없겠다.
PJN0000457	프리다:
PJN0000458	[CRLF]정찰병 중 하나가 히든 밸리 벙커 중 한 곳에서 꽤 괜찮을 걸 구해왔어. 진보된 트라이빔 레이저 소총이지. 한번도 제조되지 못한 견본품인 것 같아. 회절 격자가 밀봉돼 있어서 전체적으로 내구도가 높고, 우리가 만드는 것보다 훨씬 질도 좋아. 흥미로운 건 충전 시스템인데, 충분히 충전한 뒤 발사하면 빔이 세 개 이상 나가더라고.
PJN0000459	[CRLF]더 좋은 건 제조 설명서까지 찾았다는 거야. 프로토타입이랑 설명서를 같이 보낼게. 한번 써보고 다시 돌려줄래? 엄마한텐 절대 말씀드리지 마. 분명 엄마가 나한테 엄청난 질문 폭탄을 쏟아부을 테니까.
PJN0000460	[CRLF]잘 지내렴, 동생아...
PJN0000461	글로리아
PJN0000462	[CRLF](첨부: 제조 설명서)
PJN0000463	이 설명서로 냉각 탄약을 제작할 수 있다.
PJN0000464	(선택) 더 많은 의사들에게서 사이버네틱 수술을 잠금해제 하기 위해 훈련 매뉴얼을 찾으십시오.
PJN0000465	사이버네틱 임플란트를 심을 수 있는 의사를 찾으십시오.
PJN0000466	<<< 나가기
PJN0000467	사이버네틱 수술을 해줬으면 좋겠어.
PJN0000468	기능
PJN0000469	AP를 소모하는 대신 시간을 흐르는 속도를 반으로 줄입니다.
PJN0000470	다이내믹 크로스헤어
PJN0000471	현재 플레이어가 사용하는 총기의 산탄도에 맞춰서 크로스헤어가 벌어지게 만듭니다.
PJN0000472	하이테크 장비 착용시 야시경, 열감지, 전자기 감지 등 향상된 시야 모드를 단축키를 통해 선택할 수 있습니다.
PJN0000473	수류탄, 지뢰, 투척 무기 및 설치용 폭발물을 단축키를 통해 즉시 투척하거나 설치할 수 있습니다.
PJN0000474	질주
PJN0000475	AP를 소모하는 대신 빠르게 움직일 수 있게 됩니다. 적을 넘어뜨리게 만들 수도 있습니다.
PJN0000476	충전 가능 무기
PJN0000477	특정 에너지 무기는 충전 후 발사함으로써 강력하고 특별한 공격을 할 수 있게 됩니다.
PJN0000478	향상된 스텔스 필드
PJN0000479	갑옷이나 스텔스 보이를 사용해 생성되는 스텔스 필드를 단축키를 통해 끄고 켤 수 있게 됩니다. 필드의 상태는 HUD에 표시됩니다.
PJN0000480	향상된 줌
PJN0000481	조준경이 달린 모든 무기는 각 무기의 사정거리에 맞춰서 여러 단계로 확대할 수 있게 됩니다.
PJN0000482	느린 백스텝
PJN0000483	뒤로 움직일 시, 플레이어의 민첩성에 따라 속도가 줄어듭니다.
PJN0000484	몰입 옵션
PJN0000485	체력 비주얼
PJN0000486	체력이 감소하면 플레이어의 시야가 약해지고 흐려집니다.
PJN0000487	바이저 오버레이
PJN0000488	헬멧이나 헤드기어에 1인칭 바이저 오버레이와 시야 효과가 적용됩니다.
PJN0000489	몰입형 기본 욕구
PJN0000490	허기, 갈증, 수면 욕구가 증가함에 따라 주기적으로 음향 효과를 표시합니다.
PJN0000491	기타
PJN0000492	폭파 침투
PJN0000493	폭발을 이용해 잠긴 문을 열 수 있습니다.
PJN0000494	로고 애니매이션
PJN0000495	맙소사 아이콘이 움직여요! 질리면 걍 꺼버리세요.
PJN0000496	인벤토리 정렬기
PJN0000497	카테고리에 따라 아이템에 접두사를 붙여 정렬시킵니다.
PJN0000498	수류탄 투척
PJN0000499	수류탄 선택
PJN0000500	기본: [%]
PJN0000501	마우스 휠 위로
PJN0000502	마우스 휠 아래로
PJN0000503	달리기/걷기
PJN0000504	빠른 선택
PJN0000505	수류탄
PJN0000506	지뢰
PJN0000507	투척 무기
PJN0000508	설치용 폭탄
PJN0000509	미지정
PJN0000510	고급
PJN0000511	불릿 타임 표시기
PJN0000512	불릿 타임이 활성화되면 HUD에 작은 아이콘을 표시합니다.
PJN0000513	향상된 시야를 더 밝게
PJN0000514	야시경을 더 밝게 하는 등의 기능입니다. 밤을 더 어둡게 하는 모드 설치 시 유용합니다.
PJN0000515	바이저 경계선
PJN0000516	헬멧 착용시 실제 헬멧을 착용한 듯 이미지를 오버레이하여 시야를 제한합니다.
PJN0000517	줌 버튼으로 조준경 토글
PJN0000518	줌 버튼을 눌러 조준경 모드를 켜고 끕니다.
PJN0000519	반동 산탄도
PJN0000520	격발시 반동에 의해 일시적으로 총기 산탄도를 올립니다.
PJN0000521	무기 충전 표시기
PJN0000522	충전 가능한 무기 장착시 특별한 크로스헤어를 표시합니다.
PJN0000523	경험치를 얻는 속도와 레벨업시 습득하는 기술 포인트, 퍽을 습득할 수 있는 레벨업의 개수를 지정합니다.
PJN0000524	경험치 습득[%]
PJN0000525	퍽:
PJN0000526	기술 포인트 변경:
PJN0000527	기술 포인트 변경
PJN0000528	최대 레벨:
PJN0000529	최대 레벨
PJN0000530	어떻게 AP가 결정되는지를 설정합니다. (AP = 기본치 + 민첩 x 민첩 승수)
PJN0000531	기본치[%]
PJN0000532	민첩 승수:
PJN0000533	민첩 승수
PJN0000534	어떻게 운반량이 결정되는지를 설정합니다. (운반량 = 기본치 + 힘 x 힘 승수)
PJN0000535	힘 승수:
PJN0000536	힘 승수
PJN0000537	투척 사거리
PJN0000538	수류탄 등을 투척할 시의 사거리를 조정합니다. (0.5 + 0.1 x 힘)
PJN0000539	힘 기반 사거리:
PJN0000540	바닐라
PJN0000541	더 어렵게
PJN0000542	시험용
PJN0000543	기본
PJN0000544	피해량 + 전투
PJN0000545	어떻게 최대 체력이 결정되는지를 설정합니다. (최대 체력 = 기본 HP + 지구력 x 지구력 승수 + 레벨 x 레벨 승수)
PJN0000546	플레이어 지구력 승수:
PJN0000547	플레이어 레벨 승수:
PJN0000548	NPC 지구력 승수:
PJN0000549	NPC 레벨 승수:
PJN0000550	지구력 승수
PJN0000551	레벨 승수
PJN0000552	피해 감소(DR) 후 입히는 최소 피해량을 설정하고, 헬멧을 써야만 헤드샷에 DT가 적용되는지를 설정합니다.
PJN0000553	최소 피해량[%]
PJN0000554	헤드샷 DT 헬멧 필요 여부:
PJN0000555	무기 기술치가 피해량에 영향을 주는 정도와 사지 피해량을 설정합니다.
PJN0000556	기술치의 피해량 영향 정도:
PJN0000557	기술치의 피해량 영향 정도
PJN0000558	사지 피해량:
PJN0000559	사지 피해량
PJN0000560	환경 피해
PJN0000561	오염된 지역에서의 방사능 피폭 속도와 추락 피해를 입는 높이를 설정합니다.
PJN0000562	방사능 피폭 속도:
PJN0000563	방사능 피폭 속도
PJN0000564	안전한 추락 높이:
PJN0000565	추락 높이
PJN0000566	폭발
PJN0000567	폭발이 적을 넘어트리는지 여부와 폭발로 인한 이명 효과를 설정합니다.
PJN0000568	적이 넘어짐:
PJN0000569	이명 효과:
PJN0000570	자동 조준
PJN0000571	1인칭 자동 조준 기능의 거리와 각도 조정 및 자동 추적 반경을 설정합니다.
PJN0000572	최대 각도[%]
PJN0000573	최대 거리[%]
PJN0000574	추적 반경[%]
PJN0000575	무기 상태
PJN0000576	무기 상태치가 낮을 경우의 최대 공격력 페널티를 설정합니다.
PJN0000577	최대 공격력 페널티:
PJN0000578	무기 상태 공격력 페널티
PJN0000579	은신 + 이동
PJN0000580	이동 속도
PJN0000581	다양한 이동의 속도 승수와 페널티를 설정합니다.
PJN0000582	달리기 승수:
PJN0000583	달리기 승수
PJN0000584	무기 미장착 승수:
PJN0000585	무기 미장착 승수
PJN0000586	한쪽 다리 불구 속도[%]
PJN0000587	양쪽 다리 불구 속도[%]
PJN0000588	다양한 은신 설정을 통해 난이도를 높이고, 스크립트된 AI 탐지를 설정해 먼 거리에서의 발견 확률을 높입니다.
PJN0000589	은신 프로필[%]
PJN0000590	스크립트된 AI 탐지:
PJN0000591	루팅 확률
PJN0000592	음식 스폰 확률을 설정합니다.
PJN0000593	매우 흔한 물품 확률:
PJN0000594	흔한 물품 확률:
PJN0000595	귀한 물품 확률:
PJN0000596	매우 귀한 물품 확률:
PJN0000597	스폰 확률
PJN0000598	탄약 스폰 확률을 설정합니다.
PJN0000599	기본 욕구
PJN0000600	허기, 갈증, 수면욕에 관련된 옵션 및 기간을 설정합니다.
PJN0000601	음식으로 회복:
PJN0000602	생존 기술 기반 회복률:
PJN0000603	기간[%]
PJN0000604	허기 증가:
PJN0000605	갈증 증가:
PJN0000606	수면 증가:
PJN0000607	[%]/매일
PJN0000608	카르마 증감 메시지 및 은신 표시기를 HUD에서 끄고 킵니다.
PJN0000609	카르마 메시지:
PJN0000610	은신 표시기:
PJN0000611	잔인함
PJN0000612	잔인한 효과를 설정합니다.
PJN0000613	사지 분해 확률:
PJN0000614	폭발 확률:
PJN0000615	확률
PJN0000616	다이내믹 수리 목록 및 각 수리시 추가 도구를 필요로 하는 대체 수리 시스템을 활성화합니다.
PJN0000617	대체 수리 시스템:
PJN0000618	죽음 물리 효과
PJN0000619	래그돌 물리 효과에 작용하는 힘을 설정합니다.
PJN0000620	효과 승수:
PJN0000621	효과 승수
PJN0000622	매
PJN0000623	 레벨 마다
PJN0000624	[%] 레벨 마다
PJN0000625	퍽 습득 레벨
///YUP	
YUP0000001	그래, 몇 년 됐지. 이제 여기를 카사 마르코라고 부르든가 해야겠지만, 아직 간판을 바꾸진 않았어.
YUP0000002	카사 마드리드에 잘 왔어. 뉴 베가스에서 가장 저렴하고 깨끗한 창녀들이 있는 곳이지. 화대에 관한 건 창녀들하고 얘기해 봐.
YUP0000003	조합은 웨스트사이드 주민들로 구성되어 있고, 클레이튼 에티엔이 운영하고 있지. 그들은 스스로 음식을 생산하며 조합의 이윤을 공유해.
YUP0000004	난 스위티라고 불려. 스트립 밖에서 찾을 수 있는 가장 예쁜 여자거든.
YUP0000005	지금은 라이트와 반 그라프야. 상황이 더 악화된 셈이지. 어쨌든, 이제 나와는 상관없는 일이야.
YUP0000006	더못은 내가 만난 누구보다도 폐품 수집을 잘해. 온종일 질문을 해대지도 않고 말이야.
